Brand,Model,capacity_Ton,power_consumption_kW,Refrigerant type,cooling capacity,voltage,current,star rating,inverter/noninverter
Daikin,JTKJ35TV,1,~1.05,R32,~3.6 kW,230 V,~5.0 A,5 Star,Inverter
Daikin,JTKJ50TV,1.5,~1.50,R32,~5.2 kW,230 V,~6.5 A,5 Star,Inverter
Daikin,JTKJ60TV,1.8,~1.85,R32,~6.2 kW,230 V,~8.0 A,5 Star,Inverter
Daikin,FTL25TV,0.8,~0.95,R410A,~2.5 kW,230 V,~4.5 A,3 Star,Non-Inverter
Daikin,FTL35TV,1,~1.10,R410A,~3.5 kW,230 V,~5.0 A,3 Star,Non-Inverter
Daikin,FTL50TV,1.5,~1.60,R410A,~5.0 kW,230 V,~7.0 A,3 Star,Non-Inverter
Daikin,FTL60TV,1.8,~2.00,R410A,~6.0 kW,230 V,~8.5 A,3 Star,Non-Inverter
Daikin,FTM35TV,1,~1.15,R410A,~3.5 kW,230 V,~5.2 A,3 Star,Non-Inverter
Daikin,FTM50TV,1.5,~1.65,R410A,~5.0 kW,230 V,~7.2 A,3 Star,Non-Inverter
Daikin,FTKF20TV,0.7,~0.65,R32,~2.0 kW,230 V,~3.0 A,5 Star,Inverter
Daikin,FTKF25TV,0.8,~0.75,R32,~2.5 kW,230 V,~3.5 A,5 Star,Inverter
Daikin,FTKF35TV,1,~0.95,R32,~3.5 kW,230 V,~4.5 A,5 Star,Inverter
Daikin,FTKF42TV,1.2,~1.10,R32,~4.2 kW,230 V,~5.2 A,5 Star,Inverter
Daikin,FTKF50TV,1.5,~1.35,R32,~5.0 kW,230 V,~6.0 A,5 Star,Inverter
Daikin,FTKF60TV,1.8,~1.70,R32,~6.0 kW,230 V,~7.5 A,5 Star,Inverter
Daikin,FTKF71TV,2,~2.00,R32,~6.8 kW,230 V,~8.5 A,5 Star,Inverter
Daikin,FTKM20TV,0.7,~0.60,R32,~2.0 kW,230 V,~2.8 A,5 Star,Inverter
Daikin,FTKM25TV,0.8,~0.70,R32,~2.5 kW,230 V,~3.2 A,5 Star,Inverter
Daikin,FTKM35TV,1,~0.90,R32,~3.5 kW,230 V,~4.2 A,5 Star,Inverter
Daikin,FTKM42TV,1.2,~1.05,R32,~4.2 kW,230 V,~5.0 A,5 Star,Inverter
Daikin,FTKM50TV,1.5,~1.30,R32,~5.0 kW,230 V,~5.8 A,5 Star,Inverter
Daikin,FTKM60TV,1.8,~1.65,R32,~6.0 kW,230 V,~7.2 A,5 Star,Inverter
Daikin,FTKM71TV,2,~1.95,R32,~6.8 kW,230 V,~8.2 A,5 Star,Inverter
Daikin,FTKR25TV,0.8,~0.80,R32,~2.6 kW,230 V,~3.8 A,5 Star,Inverter
Daikin,FTKR35TV,1,~1.00,R32,~3.6 kW,230 V,~4.8 A,5 Star,Inverter
Daikin,FTKR42TV,1.2,~1.20,R32,~4.5 kW,230 V,~5.5 A,5 Star,Inverter
Daikin,FTKR50TV,1.5,~1.40,R32,~5.2 kW,230 V,~6.2 A,5 Star,Inverter
Daikin,FTKR60TV,1.8,~1.75,R32,~6.2 kW,230 V,~7.8 A,5 Star,Inverter
Daikin,FTKR71TV,2,~2.10,R32,~7.0 kW,230 V,~9.0 A,5 Star,Inverter
Daikin,ATKM20TV,0.7,~0.65,R32,~2.0 kW,230 V,~3.0 A,5 Star,Inverter
Daikin,ATKM25TV,0.8,~0.75,R32,~2.5 kW,230 V,~3.5 A,5 Star,Inverter
Daikin,ATKM35TV,1,~0.95,R32,~3.5 kW,230 V,~4.5 A,5 Star,Inverter
Daikin,ATKM42TV,1.2,~1.10,R32,~4.2 kW,230 V,~5.2 A,5 Star,Inverter
Daikin,ATKM50TV,1.5,~1.35,R32,~5.0 kW,230 V,~6.0 A,5 Star,Inverter
Daikin,ATKM60TV,1.8,~1.70,R32,~6.0 kW,230 V,~7.5 A,5 Star,Inverter
Daikin,JTKJ25TV,0.8,~0.90,R32,~2.6 kW,230 V,~4.0 A,5 Star,Inverter
Daikin,JTKJ35TV,1,~1.05,R32,~3.6 kW,230 V,~5.0 A,5 Star,Inverter
Daikin,JTKJ50TV,1.5,~1.50,R32,~5.2 kW,230 V,~6.5 A,5 Star,Inverter
Daikin,JTKJ60TV,1.8,~1.85,R32,~6.2 kW,230 V,~8.0 A,5 Star,Inverter
Daikin,FTL20TV,0.7,~0.85,R410A,~2.0 kW,230 V,~4.0 A,3 Star,Non-Inverter
Daikin,FTL25TV,0.8,~0.95,R410A,~2.5 kW,230 V,~4.5 A,3 Star,Non-Inverter
Daikin,FTL35TV,1,~1.10,R410A,~3.5 kW,230 V,~5.0 A,3 Star,Non-Inverter
Daikin,FTL42TV,1.2,~1.30,R410A,~4.2 kW,230 V,~6.0 A,3 Star,Non-Inverter
Daikin,FTL50TV,1.5,~1.60,R410A,~5.0 kW,230 V,~7.0 A,3 Star,Non-Inverter
Daikin,FTL60TV,1.8,~2.00,R410A,~6.0 kW,230 V,~8.5 A,3 Star,Non-Inverter
Daikin,FTM25TV,0.8,~1.00,R410A,~2.5 kW,230 V,~4.6 A,3 Star,Non-Inverter
Daikin,FTM35TV,1,~1.15,R410A,~3.5 kW,230 V,~5.2 A,3 Star,Non-Inverter
Daikin,FTM50TV,1.5,~1.65,R410A,~5.0 kW,230 V,~7.2 A,3 Star,Non-Inverter
Daikin,FTKF80TV,2.5,~2.40,R32,~8.0 kW,230 V,~10.5 A,5 Star,Inverter
Daikin,FTKF95TV,3,~3.00,R32,~9.5 kW,230 V,~13.0 A,5 Star,Inverter
Daikin,FTKM80TV,2.5,~2.30,R32,~8.0 kW,230 V,~10.0 A,5 Star,Inverter
Daikin,FTKM95TV,3,~2.90,R32,~9.5 kW,230 V,~12.5 A,5 Star,Inverter
Daikin,FTKR80TV,2.5,~2.50,R32,~8.2 kW,230 V,~11.0 A,5 Star,Inverter
Daikin,FTKR95TV,3,~3.10,R32,~9.8 kW,230 V,~13.5 A,5 Star,Inverter
Daikin,ATKM80TV,2.5,~2.40,R32,~8.0 kW,230 V,~10.5 A,5 Star,Inverter
Daikin,ATKM95TV,3,~3.00,R32,~9.5 kW,230 V,~13.0 A,5 Star,Inverter
Daikin,JTKJ80TV,2.5,~2.60,R32,~8.2 kW,230 V,~11.2 A,5 Star,Inverter
Daikin,JTKJ95TV,3,~3.20,R32,~9.8 kW,230 V,~13.8 A,5 Star,Inverter
Daikin,FTL71TV,2,~2.20,R410A,~6.8 kW,230 V,~9.5 A,3 Star,Non-Inverter
Daikin,FTL80TV,2.5,~2.60,R410A,~8.0 kW,230 V,~11.0 A,3 Star,Non-Inverter
Daikin,FTL95TV,3,~3.20,R410A,~9.5 kW,230 V,~13.5 A,3 Star,Non-Inverter
Daikin,FTM71TV,2,~2.25,R410A,~6.8 kW,230 V,~9.8 A,3 Star,Non-Inverter
Daikin,FTM80TV,2.5,~2.70,R410A,~8.0 kW,230 V,~11.5 A,3 Star,Non-Inverter
Daikin,FTM95TV,3,~3.30,R410A,~9.5 kW,230 V,~14.0 A,3 Star,Non-Inverter
Daikin,FTKC35TV,1,~0.95,R32,~3.5 kW,230 V,~4.5 A,5 Star,Inverter
Daikin,FTKC50TV,1.5,~1.35,R32,~5.0 kW,230 V,~6.0 A,5 Star,Inverter
Daikin,FTKC60TV,1.8,~1.70,R32,~6.0 kW,230 V,~7.5 A,5 Star,Inverter
Daikin,FTKC71TV,2,~2.00,R32,~6.8 kW,230 V,~8.5 A,5 Star,Inverter
Daikin,FTKH35TV,1,~0.90,R32,~3.5 kW,230 V,~4.2 A,5 Star,Inverter
Daikin,FTKH50TV,1.5,~1.30,R32,~5.0 kW,230 V,~5.8 A,5 Star,Inverter
Daikin,FTKH60TV,1.8,~1.65,R32,~6.0 kW,230 V,~7.2 A,5 Star,Inverter
Daikin,FTKH71TV,2,~1.95,R32,~6.8 kW,230 V,~8.2 A,5 Star,Inverter
Daikin,FTKN35TV,1,~0.92,R32,~3.5 kW,230 V,~4.3 A,5 Star,Inverter
Daikin,FTKN50TV,1.5,~1.32,R32,~5.0 kW,230 V,~5.9 A,5 Star,Inverter
Daikin,FTKN60TV,1.8,~1.68,R32,~6.0 kW,230 V,~7.4 A,5 Star,Inverter
Daikin,FTKN71TV,2,~1.98,R32,~6.8 kW,230 V,~8.4 A,5 Star,Inverter
Daikin,FTXM35TV,1,~0.88,R32,~3.5 kW,230 V,~4.1 A,5 Star,Inverter
Daikin,FTXM50TV,1.5,~1.28,R32,~5.0 kW,230 V,~5.7 A,5 Star,Inverter
Daikin,FTXM60TV,1.8,~1.60,R32,~6.0 kW,230 V,~7.0 A,5 Star,Inverter
Daikin,FTXM71TV,2,~1.90,R32,~6.8 kW,230 V,~8.0 A,5 Star,Inverter
Daikin,FTXS35TV,1,~0.85,R32,~3.5 kW,230 V,~4.0 A,5 Star,Inverter
Daikin,FTXS50TV,1.5,~1.25,R32,~5.0 kW,230 V,~5.5 A,5 Star,Inverter
Daikin,FTXS60TV,1.8,~1.58,R32,~6.0 kW,230 V,~6.8 A,5 Star,Inverter
Daikin,FTXS71TV,2,~1.88,R32,~6.8 kW,230 V,~7.8 A,5 Star,Inverter
